a_	国
(金廿{折类}木,WjPnAeYm,yè_xié,CJK)	鍱
(金民日,WjVmUr,mín,CJK)	鍲
(臣{临右角}金,EcJuWj,jiàn,CJK)	鍳
(金山而,WjUsKe,duān,CJK)	鍴
(金聿廴,WjIvRy,jiàn,CJK)	鍵
(金田心,WjCtLx,sōng_sī,CJK)	鍶
(金大土土,WjIdEtEt,kuí,CJK)	鍷
(金古月,WjOgFy,hú,CJK)	鍸
(金宀{横类}{横类},WjGgDiDi,xuān,CJK)	鍹
(金耂日,WjRlUr,duǒ_dǔ_zhě,CJK)	鍺
(金日勹亾,WjUrAkNw,jié,CJK)	鍻
(金戊{横类}口,WjMuDiKk,zhēn_qián,CJK)	鍼
(金户{扁字心},WjDhYc,biān,CJK)	鍽
(金千里,WjNqAl,zhōng,CJK)	鍾
(金{横类}巛田,WjDiKcCt,zī,CJK)	鍿
(金亻{竖类}彡,WjHrHsFs,xiū,CJK)	鎀
(金耳阝,WjVeXe,yé,CJK)	鎁
(金{美字头}大,WjSyId,měi,CJK)	鎂
(金氵{反字框}{旅下角},WjMsUcQi,pài,CJK)	鎃
(金{衣框}口,WjQiKk,āi,CJK)	鎄
(金田{全字头}{乔字底},WjCtHrNd,jiè,CJK)	鎅
(金䒑{青字底}刂,WjNbFyNd,qian,CJK)	鎆
(金{眉字框}目,WjFsEm,méi,CJK)	鎇
(金{差字头}工,WjSyLg,suǒ_chā,CJK)	鎈
(金日羽,WjUrWv,dá_tà,CJK)	鎉
(金{立无横}冖方,WjXlGgMf,bàng_pāng,CJK)	鎊
(金宀丰口,WjGgJfKk,xiá,CJK)	鎋
(金䒑{聿三}{兼无䒑无彐},WjNbWjRh,lián,CJK)	鎌
(金十冖糸,WjPsGgFs,suǒ_sè,CJK)	鎍
(金气米,WjIqFm,kài,CJK)	鎎
(氵{充字头}{荒字底}金,MsZyKcWj,liú,CJK)	鎏
(金爫缶,WjIaTf,yáo_zú,CJK)	鎐
(金土厶皿,WjEtIsHm,yè_tà_gé,CJK)	鎑
(金辰寸,WjScOc,nòu_hāo,CJK)	鎒
(金八厶羽,WjNbIsWv,wēng,CJK)	鎓
(金宀谷,WjGgYg,róng,CJK)	鎔
(金广肀口,WjBgIvKk,táng,CJK)	鎕
(金{尚字头}貝,WjIxVb,suǒ,CJK)	鎖
(金亽尸口,WjZiFsKk,qiāng_chēng_qiàng,CJK)	鎗
(金鬲,WjUg,lì_gé,CJK)	鎘
(金䒑䶹月,WjNbAeFy,shuò,CJK)	鎙
(金{撇类}㠯辶,WjTpTiJc,chuí_duī_zhuì,CJK)	鎚
(金甫寸,WjBfOc,bó,CJK)	鎛
(舟殳金,QoRsWj,pán,CJK)	鎜
(金艹亼口,WjZcZiKk,dā_sà,CJK)	鎝
(金{撇类}囗匕,WjTpAkWb,bī_pī,CJK)	鎞
(金又又木,WjTyTyYm,sǎng,CJK)	鎟
(金罒{横类}{止变},WjBsDiLi,gāng,CJK)	鎠
(金䒑幺幺,WjNbDyDy,zī,CJK)	鎡
(金烏,WjGu,wū,CJK)	鎢
(火火冖金,RhRhGgWj,yíng_yīng_jiǒng,CJK)	鎣
(金日光,WjUrWg,huàng,CJK)	鎤
(亻{竖类}夂金,HrHsJiWj,tiáo,CJK)	鎥
(金{留字头}田,WjRmCt,liú_liù,CJK)	鎦
(金山豆,WjUsGd,kǎi,CJK)	鎧
(金隹十,WjMiPs,sǔn,CJK)	鎨
(金乂朩殳,WjEiYmRs,shā_shì_sè,CJK)	鎩
(金臼{竖类}又,WjYjHsTy,sōu,CJK)	鎪
(金{撇类}冂夂,WjTpJkJi,wàn,CJK)	鎫
(金高,WjQg,hào_gǎo,CJK)	鎬
(金匕目八,WjWbEmNb,zhèn,CJK)	鎭
(金十{具字头无横}{共字底},WjPsEmNb,zhèn_zhēn_tián,CJK)	鎮
(金{捺、点类}{即字旁}阝,WjOdPgXe,láng_luǒ,CJK)	鎯
(金{益字头}皿,WjMsHm,yì,CJK)	鎰
(金土口{衣省},WjEtKkQi,yuán,CJK)	鎱
(金{尚头}儿,WjSsRe,tǎng,CJK)	鎲
(金自木,WjViYm,niè,CJK)	鎳
(金自心,WjViLx,xí,CJK)	鎴
(金宀豕,WjGgHs,jiā,CJK)	鎵
(金可可,WjEkEk,gē,CJK)	鎶
(金馬,WjNm,mǎ,CJK)	鎷
(金隹乃,WjMiDn,juān,CJK)	鎸
(金䒑大辶,WjNbIdJc,sòng,CJK)	鎹
(金礻且,WjLsHq,zǔ,CJK)	鎺
(金巛貝,WjKcVb,suǒ,CJK)	鎻
(金虍手,WjShOs,xià,CJK)	鎼
(金山夂丰,WjUsJiJf,fēng,CJK)	鎽
(金日皿,WjUrHm,wēn,CJK)	鎾
(金亼口手,WjZiKkOs,ná,CJK)	鎿
(金{卢字头}{鹵字底},WjFbKl,lǔ,CJK)	鏀
(金巛田木,WjKcCtYm,suǒ,CJK)	鏁
(金匚口吅,WjVkKkPx,ōu_kōu,CJK)	鏂
(金方{卧人}矢,WjMfStGs,zú_chuò,CJK)	鏃
(金{凬字心}{虫无口}寸,WjScIsOc,tuán,CJK)	鏄
(金亻{竖类}{青字底},WjHrHsFy,xiū_xiù,CJK)	鏅
(金毌貝,WjNuVb,guàn,CJK)	鏆
(金方{卧人}疋,WjMfStEs,xuàn_xuán,CJK)	鏇
(金車辶,WjQcJc,liàn_lián,CJK)	鏈
(金束欠,WjTsPq,shòu_sōu,CJK)	鏉
(敖金,QaWj,ào,CJK)	鏊
(金廿巾入,WjPnAjVu,mǎn,CJK)	鏋
(金艹日大,WjZcUrId,mò,CJK)	鏌
(金田糸,WjCtFs,luó,CJK)	鏍
(金日龷十,WjUrPnPs,bì,CJK)	鏎
(金丰丰彐,WjJfJfWj,wèi,CJK)	鏏
(金羽{全字头}彡,WjWvHrFs,liú_liù_liáo,CJK)	鏐
(金{立无横}冂古,WjXlJkOg,dí_dī,CJK)	鏑
(金厶厶彡,WjIsIsFs,sǎn_qiāo_càn,CJK)	鏒
(金{撇类}囗心,WjTpAkLx,zǒng_cōng,CJK)	鏓
(金宀{横类}八,WjGgDiNb,yí,CJK)	鏔
(金鹿,WjIl,lù_áo,CJK)	鏕
(鹿金,IlWj,áo_biāo,CJK)	鏖
(金臣又土,WjEcTyEt,kēng,CJK)	鏗
(金爿{然左角}寸,WjJpFyOc,qiāng,CJK)	鏘
(金山隹,WjUsMi,cuī,CJK)	鏙
(金戊{卢字头}小,WjMuFbIx,qī,CJK)	鏚
(金{尚头}巾,WjSsAj,cháng,CJK)	鏛
(金{尚头}土,WjSsEt,tāng_táng,CJK)	鏜
(金日罒又,WjUrBsTy,màn,CJK)	鏝
(金广肀{甬字底},WjBgIvGy,yōng,CJK)	鏞
(金{立无横}厂生,WjXlUcIs,chǎn,CJK)	鏟
(金夂丰辶,WjJiJfJc,fēng,CJK)	鏠
(金音儿,WjWyRe,jìng,CJK)	鏡
(金覀示,WjUxLs,biāo,CJK)	鏢
(金广廿灬,WjBgPnRh,shù,CJK)	鏣
(金口十女,WjKkPsWn,lòu_lǘ,CJK)	鏤
(金宀亻白,WjGgHrJb,xiù,CJK)	鏥
(金彳人龰,WjGcHrLi,cōng,CJK)	鏦
(士{眉字框}殳金,JsFsRsWj,lóng,CJK)	鏧
(車斤金,QcSjWj,zàn,CJK)	鏨
(金車斤,WjQcSj,jiàn_zàn,CJK)	鏩
(金{横类}曲日,WjDiEqUr,cáo,CJK)	鏪
(金禾刂木,WjBhNdYm,lí,CJK)	鏫
(金虍{撇类}{于无横},WjShTpPs,xià,CJK)	鏬
(金{撇类}米心,WjTpFmLx,xī,CJK)	鏭
(金广{聿三}氺,WjBgWjMs,kāng,CJK)	鏮
(金{大框}乂乂,WjIdEiEi,shuǎng,CJK)	鏯
(金山月月,WjUsFyFy,bèng,CJK)	鏰
(金音十,WjWyPs,zhang,CJK)	鏱
(金亠幺牛,WjLwDyXn,qian,CJK)	鏲
(金丷囗日,WjNbAkUr,chēng,CJK)	鏳
(金{足旁}各,WjIuKg,lù,CJK)	鏴
(金艹干龷,WjZcZgPn,huá,CJK)	鏵
(金隹木,WjMiYm,jí,CJK)	鏶
(金业{差字头}{捺、点类},WjOySyOd,pú,CJK)	鏷
(金{凬字心}{虫无口}心,WjScIsLx,huì_suì_ruì,CJK)	鏸
(金弓口虫,WjCgKkVc,qiǎng_qiāng,CJK)	鏹
(金癶弓殳,WjNbCgRs,pō,CJK)	鏺
(金米夕㐄,WjFmVxLk,lín,CJK)	鏻
(金{竹头}{木框}冂,WjJuYmJk,sè,CJK)	鏼
(金肀{乔字底}{折类},WjIvNdAe,xiù,CJK)	鏽
(金龷{青字底}攵,WjPnFyAp,sǎn_xiàn_sà,CJK)	鏾
(金{尚头}木,WjSsYm,chēng,CJK)	鏿
(金{贵字头}貝,WjVcVb,kuì_guì,CJK)	鐀
(金{其字头无横}{共字底}斤,WjFgNbSj,sī,CJK)	鐁
(金{横类}{临字旁}田,WjDiNdCt,liú,CJK)	鐂
(金土土{见字底},WjEtEtRe,náo_nào,CJK)	鐃
(金黄,WjEh,huáng,CJK)	鐄
(㡀攵金,IbApWj,piě,CJK)	鐅
(阝䒑{豕省}金,XeNbHsWj,suì,CJK)	鐆
(金{撇类}米田,WjTpFmCt,fán,CJK)	鐇
(金{撇类}大口,WjTpIdKk,qiáo,CJK)	鐈
(金巳巳八,WjVsVsNb,quān,CJK)	鐉
(金阝日{横两撇},WjXeUrFs,yáng,CJK)	鐊
(金氵日{横两撇},WjMsUrFs,tāng_tàng,CJK)	鐋
(金象,WjFx,xiàng,CJK)	鐌
(金予{撇类}口,WjOvTpKk,jué_yù,CJK)	鐍
(金隹灬,WjMiRh,jiāo,CJK)	鐎
(金丷酉寸,WjNbByOc,zūn,CJK)	鐏
(金大丷小,WjIdNbIx,liáo,CJK)	鐐
(金糹士口,WjFsJsKk,qiè,CJK)	鐑
(金火火力,WjRhRhCl,láo,CJK)	鐒
(金{享字头}子攵,WjQgHiAp,duì_duī_dūn,CJK)	鐓
(金覀日十,WjUxUrPs,xín,CJK)	鐔
(金旡旡日,WjCuCuUr,zān,CJK)	鐕
(金幺幺人,WjDyDyHr,jī_qí,CJK)	鐖
(金門月,WjSmFy,jiǎn,CJK)	鐗
(金立里,WjXlAl,zhōng,CJK)	鐘
(金癶豆,WjNbGd,dèng_dēng,CJK)	鐙
(金三{竖类}心,WjAsHsLx,yā,CJK)	鐚
(金日{享字头}小,WjUrQgIx,yǐng,CJK)	鐛
({享字头}子攵金,QgHiApWj,duī_dūn,CJK)	鐜
(金厂䒑欠,WjUcNbPq,jué,CJK)	鐝
(金彐工寸,WjWjLgOc,nòu,CJK)	鐞
(金夫夫日,WjGfGfUr,zān_tì,CJK)	鐟
(金䒑业日,WjNbOyUr,pǔ,CJK)	鐠
(金十戈䒑,WjPsAgNb,tiě,CJK)	鐡
(木乂乂金,YmEiEiWj,fán,CJK)	鐢
(金{尚头}手,WjSsOs,chēng,CJK)	鐣
(金目{鼎左角}{鼎右角},WjEmJpJp,dǐng,CJK)	鐤
(金羊䒑口,WjSyNbKk,shàn,CJK)	鐥
(金門{横类}廾,WjSmDiZc,kāi,CJK)	鐦
(金門日,WjSmUr,jiān_jiǎn,CJK)	鐧
(金弗貝,WjXfVb,fèi,CJK)	鐨
(金䒑{豕省}辶,WjNbHsJc,suì,CJK)	鐩
(金虍田力,WjShCtCl,lǔ,CJK)	鐪
(金隹{竖类}冂,WjMiHsJk,juān,CJK)	鐫
(金止戊{步字底},WjLiMuLi,huì,CJK)	鐬
(金{撇类}冂大,WjTpJkId,yù,CJK)	鐭
(金广䒑{兼无䒑无彐},WjBgNbRh,lián,CJK)	鐮
(金艹耂日,WjZcRlUr,zhuó,CJK)	鐯
(金口吅木,WjKkPxYm,qiāo_sào_cáo,CJK)	鐰
(金僉,WjVq,jiàn_qiān,CJK)	鐱
(金罒勹虫,WjBsAkVc,zhuó_shǔ,CJK)	鐲
(金{雨头}田,WjXvCt,léi,CJK)	鐳
(金辟,WjMp,bì_bèi,CJK)	鐴
(金十戈王,WjPsAgRw,tiě_dié,CJK)	鐵
(金罒{横类}{衣省},WjBsDiQi,huán_xuàn,CJK)	鐶
(金艹廿木,WjZcPnYm,yè,CJK)	鐷
(金罒土{南字心},WjBsEtSy,duó,CJK)	鐸
(金咼辶,WjUgJc,guǒ_guō,CJK)	鐹
(金{尚头}田,WjSsCt,dāng_chēng_tāng,CJK)	鐺
(金虍豕,WjShHs,jù_qú,CJK)	鐻
(金十艹貝,WjPsZcVb,fén_bēn,CJK)	鐼
(金土羊辶,WjEtSyJc,dá,CJK)	鐽
(辟金,MpWj,bèi,CJK)	鐾
(金音心,WjWyLx,yì,CJK)	鐿
(金爫冖夂,WjIaGgJi,ài,CJK)	鑀
(金{鬯字头无凵}凵夂,WjFmJkJi,zōng,CJK)	鑁
(金千黑,WjNqNh,xùn,CJK)	鑂
(金羽隹,WjWvMi,diào,CJK)	鑃
(金士{折类}寸,WjJsAeOc,zhù,CJK)	鑄
(金火火木,WjRhRhYm,héng,CJK)	鑅
(金业{美字头}寸,WjOySyOc,zhuì,CJK)	鑆
(金亠丷二,WjLwNbNe,jī,CJK)	鑇
(金{横类}八乂,WjDiNbEi,niè_nǐ,CJK)	鑈
(金艹土皿,WjZcEtHm,hé,CJK)	鑉
(金艹隹又,WjZcMiTy,huò,CJK)	鑊
(車{横类}巛金,QcDiKcWj,qīng,CJK)	鑋
(金宀{横类}貝,WjGgDiVb,bīn,CJK)	鑌
(貝貝金,VbVbWj,yīng,CJK)	鑍
(金匚{贵字头}貝,WjVkVcVb,kuì,CJK)	鑎
(金宀心丁,WjGgLxPd,níng_nǐng,CJK)	鑏
(金{雨头}而,WjXvKe,xū_rú_róu,CJK)	鑐
(金臣{临右角}皿,WjEcJuHm,jiàn,CJK)	鑑
(臣{临右角}罒金,EcJuBsWj,jiàn,CJK)	鑒
(金{贵字头}㠯辶,WjVcTiJc,qiǎn,CJK)	鑓
(金宀{祭字头}示,WjGgNbLs,chǎ,CJK)	鑔
(金斤斤貝,WjSjSjVb,zhì,CJK)	鑕
(金艹罒{捺、点类},WjZcBsOd,miè_mì,CJK)	鑖
(金禾{黎右角}氺,WjBhNdMs,lí,CJK)	鑗
(金田田田,WjCtCtCt,léi_lěi,CJK)	鑘
(金禾尤日,WjBhVyUr,jī,CJK)	鑙
(金夫夫貝,WjGfGfVb,zuàn,CJK)	鑚
(金广黄,WjBgEh,kuàng_gǒng,CJK)	鑛
(金{尚头}貝,WjSsVb,shǎng,CJK)	鑜
(金艹夂辶,WjZcJiJc,péng,CJK)	鑝
(金巛{巤字底},WjKcEs,là,CJK)	鑞
(金士罒貝,WjJsBsVb,dú,CJK)	鑟
(金白幺木,WjJbDyYm,shuò_yuè_lì,CJK)	鑠
(金齒,WjDc,chuò,CJK)	鑡
(金虍田心,WjShCtLx,lǜ,CJK)	鑢
(金鹿灬,WjIlRh,biāo,CJK)	鑣
(金日龷氺,WjUrPnMs,bào,CJK)	鑤
(金魚日,WjAvUr,lǔ,CJK)	鑥
(金臣又貝,WjEcTyVb,xian,CJK)	鑦
(金宀艹{捺、点类},WjGgZcOd,kuān,CJK)	鑧
(金立{青字底}{龍字边},WjXlFyDa,lóng,CJK)	鑨
(金{噩字框}吅吅,WjRwPxPx,è,CJK)	鑩
(金虍田皿,WjShCtHm,lú,CJK)	鑪
(金金金,WjWjWj,xīn_xùn,CJK)	鑫
(金臣{临右角}見,WjEcJuDj,jiàn,CJK)	鑬
(金門束丷,WjSmTsNb,làn_lán,CJK)	鑭
(金艹氵寸,WjZcMsOc,bó,CJK)	鑮
(金人人{横类},WjHrHrDi,jiān_qiān,CJK)	鑯
(金侖口口,WjNlKkKk,yào_yuè,CJK)	鑰
(金{免五}{比字旁}兔,WjAtWbAt,chán,CJK)	鑱
(金{衣框}吅{横类},WjQiPxDi,xiāng_ráng,CJK)	鑲
(金宀{寒字腰无横}足,WjGgVjIu,jiàn,CJK)	鑳
(金山隹口,WjUsMiKk,xī_huī,CJK)	鑴
(金艹吅隹,WjZcPxMi,guàn,CJK)	鑵
(金艹{臧字框}臣,WjZcMuEc,cáng,CJK)	鑶
(金耳耳耳,WjVeVeVe,niè,CJK)	鑷
(金田田土,WjCtCtEt,lěi,CJK)	鑸
(金穴鼠,WjAxEs,cuān_cuàn,CJK)	鑹
(金目目隹,WjEmEmMi,qú,CJK)	鑺
(金木乂手,WjYmEiOs,pàn,CJK)	鑻
(金罒糹隹,WjBsFsMi,luó,CJK)	鑼
(金{告字头}儿貝,WjXnReVb,zuān_zuàn,CJK)	鑽
(言糹糹金,DyFsFsWj,luán,CJK)	鑾
(业{南字心}臼金,OySyYjWj,záo_zuò_zú_zào,CJK)	鑿
(金虍鬲犬,WjShUgAq,niè_yǐ,CJK)	钀
(金目目又,WjEmEmTy,jué,CJK)	钁
(金{尚头}黑,WjSsNh,tǎng,CJK)	钂
(金尸{竖类}虫,WjFsHsVc,zhú,CJK)	钃
(金艹門丷,WjZcSmNb,lán,CJK)	钄
(钅,Pj,jīn,CJK)	钅
(钅{折类},PjAe,gá,CJK)	钆
(钅乙,PjKi,yǐ,CJK)	钇
(钅十,PjPs,zhēn,CJK)	针
(钅丁,PjPd,dīng_dìng,CJK)	钉
(钅刂,PjNd,zhāo,CJK)	钊
(钅卜,PjFb,pō,CJK)	钋
(钅了,PjEl,liǎo_liào,CJK)	钌
(钅土,PjEt,tǔ,CJK)	钍
(钅千,PjNq,qiān,CJK)	钎
(钅川,PjKc,chuàn,CJK)	钏
(钅彡,PjFs,shān_shàn,CJK)	钐
(钅及,PjFj,sà,CJK)	钑
(钅几{捺、点类},PjQjOd,fán,CJK)	钒
(钅勹{捺、点类},PjAkOd,diào,CJK)	钓
(钅门,PjTm,mén,CJK)	钔
(钅女,PjWn,nǚ,CJK)	钕
(钅{折类}{横两撇},PjAeFs,yáng,CJK)	钖
(钅又{捺、点类},PjTyOd,chāi,CJK)	钗
(钅{横类}廾,PjDiZc,xíng,CJK)	钘
(钅{横类}{卢字头}{折类},PjDiFbAe,gài,CJK)	钙
(钅不,PjRb,bù,CJK)	钚
(钅大{捺、点类},PjIdOd,tài,CJK)	钛
(钅匚{叚右角},PjVkVk,jù,CJK)	钜
(钅{横类}{屯无横},PjDiMc,dùn,CJK)	钝
(钅{少三}{撇类},PjIxTp,chāo,CJK)	钞
(钅口{竖类},PjKkHs,zhōng,CJK)	钟
(钅冂人,PjJkHr,nà,CJK)	钠
(钅贝,PjVb,bèi,CJK)	钡
(钅冂乂,PjJkEi,gāng_gàng,CJK)	钢
(钅{反字框}又,PjUcTy,bǎn,CJK)	钣
(钅亽{折类},PjZiAe,qián,CJK)	钤
(钅月,PjFy,yào_yuè,CJK)	钥
(钅欠,PjPq,qīn,CJK)	钦
(钅勹冫,PjAkGb,jūn,CJK)	钧
(钅乌,PjAu,wū,CJK)	钨
(钅勹厶,PjAkIs,gōu,CJK)	钩
(钅亠几,PjLwQj,kàng,CJK)	钪
(钅方,PjMf,fāng,CJK)	钫
(钅火,PjRh,huǒ,CJK)	钬
(钅斗,PjLd,tǒu_dǒu,CJK)	钭
(钅{折类}{里无日},PjAeEt,niǔ,CJK)	钮
(钅巴,PjBb,bǎ_pá,CJK)	钯
(钅王{捺、点类},PjRwOd,yù,CJK)	钰
(钅{横类}戈,PjDiAg,qián,CJK)	钱
(钅{横类}{止变},PjDiLi,zhēng,CJK)	钲
(钅甘,PjFg,qián,CJK)	钳
(钅古,PjOg,gǔ,CJK)	钴
(钅木{横类},PjYmDi,bō,CJK)	钵
(钅可,PjEk,kē,CJK)	钶
(钅匚口,PjVkKk,pǒ,CJK)	钷
(钅{左字框}巾,PjPsAj,bū,CJK)	钸
(钅{左字框}又{捺、点类},PjPsTyOd,bó,CJK)	钹
(钅戉,PjMu,yuè,CJK)	钺
(钅{卢字头}口,PjFbKk,zuān_zuàn,CJK)	钻
(钅目,PjEm,mù,CJK)	钼
(钅日{横类},PjUrDi,tǎn,CJK)	钽
(钅甲,PjHj,jiǎ,CJK)	钾
(钅田,PjCt,diàn_tián,CJK)	钿
(钅由,PjUy,yóu,CJK)	铀
(钅{撇类}夫,PjTpGf,tiě,CJK)	铁
(钅白,PjJb,bó,CJK)	铂
(钅亽龴,PjZiIs,líng,CJK)	铃
(钅{乐二}小,PjKkIx,shuò,CJK)	铄
(钅几口,PjQjKk,qiān_yán,CJK)	铅
(钅卯,PjRm,mǎo,CJK)	铆
(钅勹巳,PjAkVs,bào,CJK)	铇
(钅亠巾,PjLwAj,shì,CJK)	铈
(钅亠幺,PjLwDy,xuàn,CJK)	铉
(钅宀匕,PjGgWb,tā_tuó,CJK)	铊
(钅心{撇类},PjLxTp,bì,CJK)	铋
(钅尸匕,PjFsWb,ní,CJK)	铌
(钅皮,PjNp,pī_pí,CJK)	铍
(钅又{举字底},PjTyOs,duó,CJK)	铎
(钅{横类}廾刂,PjDiZcNd,xíng,CJK)	铏
(钅耂{横类}{折类},PjRlDiAe,kào,CJK)	铐
(钅老,PjRl,lǎo,CJK)	铑
(钅耳,PjVe,ěr,CJK)	铒
(钅艹亡,PjZcNw,máng,CJK)	铓
(钅{横类}业,PjDiOy,yā,CJK)	铔
(钅{左字框}{青字底},PjPsFy,yǒu,CJK)	铕
(钅戊{折类},PjMuAe,chéng,CJK)	铖
(钅夫丷,PjGfNb,jiá,CJK)	铗
(钅牙阝,PjRyXe,yé,CJK)	铘
(钅{尧字头}{横类}{见字底},PjAgDiRe,náo,CJK)	铙
(钅至,PjGi,zhì,CJK)	铚
(钅{尚字头}彐,PjIxWj,dāng_chēng,CJK)	铛
(钅冂{横类}口,PjJkDiKk,tóng,CJK)	铜
(钅口口,PjKkKk,lǚ,CJK)	铝
(钅口巾,PjKkAj,diào,CJK)	铞
(钅囗大,PjAkId,yīn,CJK)	铟
(钅山己,PjUsBj,kǎi,CJK)	铠
(钅贝刂,PjVbNd,zhá,CJK)	铡
(钅{撇类}未,PjTpVw,zhū,CJK)	铢
(钅{告字头}儿,PjXnRe,xǐ_xiǎn,CJK)	铣
(钅{撇类}士廴,PjTpJsRy,dìng_tǐng,CJK)	铤
(钅{撇类}土厶,PjTpEtIs,diū,CJK)	铥
(钅舌,PjWs,xiān,CJK)	铦
(钅亻{化字边}十,PjHrWbPs,huá,CJK)	铧
(钅{全字头}王,PjHrRw,quán,CJK)	铨
(钅乂朩,PjEiYm,shā,CJK)	铩
(钅亼口,PjZiKk,hā,CJK)	铪
(钅{见字底}冫{飞无折},PjReGbGb,diào_yáo,CJK)	铫
(钅各,PjKg,gè,CJK)	铬
(钅夕口,PjVxKk,míng,CJK)	铭
(钅{尔字头}{争字底},PjDdIv,zhēng_zhèng,CJK)	铮
(钅{负字头}巴,PjDdBb,sè,CJK)	铯
(钅六乂,PjMlEi,jiǎo,CJK)	铰
(钅衣,PjQi,yī,CJK)	铱
(钅{立无横}厂,PjXlUc,chǎn,CJK)	铲
(钅{充字头}儿,PjZyRe,chòng,CJK)	铳
(钅氵{折类}{横两撇},PjMsAeFs,tāng,CJK)	铴
(钅宀女,PjGgWn,ǎn,CJK)	铵
(钅艮,PjPg,yín,CJK)	银
(钅女口,PjWnKk,rú,CJK)	铷
(钅{寿字头}寸,PjJfOc,zhù,CJK)	铸
(钅艹冖力,PjZcGgCl,láo,CJK)	铹
(钅甫,PjBf,pù_pū,CJK)	铺
(钅五口,PjUuKk,wú_yǔ,CJK)	铻
(钅未丷,PjVwNb,lái,CJK)	铼
(钅弋心,PjXiLx,tè,CJK)	铽
(钅车辶,PjXcJc,liàn,CJK)	链
(钅{临字旁}又土,PjNdTyEt,kēng,CJK)	铿
(钅{尚字头}{青字底},PjIxFy,xiāo,CJK)	销
(钅{尚字头}贝,PjIxVb,suǒ,CJK)	锁
(钅里,PjAl,lǐ,CJK)	锂
(钅口王,PjKkRw,zèng,CJK)	锃
(钅且力,PjHqCl,chú,CJK)	锄
(钅口冂人,PjKkJkHr,guō,CJK)	锅
(钅{告字头}口,PjXnKk,gào,CJK)	锆
(钅{撇类}扌戈,PjTpOsAg,é,CJK)	锇
(钅禾乃,PjBhDn,xiù,CJK)	锈
(钅人人土,PjHrHrEt,cuò,CJK)	锉
(钅爫寸,PjIaOc,lüè,CJK)	锊
(钅夂丰,PjJiJf,fēng,CJK)	锋
(钅辛,PjSx,xīn,CJK)	锌
(钅{充字头}{荒字底},PjZyKc,liǔ,CJK)	锍
(钅门{横类}廾,PjTmDiZc,kāi,CJK)	锎
(钅门日,PjTmUr,jiǎn_jiàn,CJK)	锏
(钅丷口儿,PjNbKkRe,ruì,CJK)	锐
(钅丷{弟省},PjNbXf,tī,CJK)	锑
(钅{捺、点类}艮,PjOdPg,láng,CJK)	锒
(钅彐冖又,PjWjGgTy,qǐn,CJK)	锓
(钅尸{折类}口,PjFsAeKk,jū_jú,CJK)	锔
(钅阝可,PjXeEk,ā,CJK)	锕
(钅龶{青字底},PjJfFy,qiāng,CJK)	锖
(钅耂日,PjRlUr,zhě,CJK)	锗
(钅艹{左字框}口,PjZcPsKk,nuò,CJK)	锘
(钅龷日,PjPnUr,cuò,CJK)	错
(钅艹田,PjZcCt,máo,CJK)	锚
(钅大十廾,PjIdPsZc,bēn,CJK)	锛
(钅大可,PjIdEk,qí,CJK)	锜
(钅日{横类}寸,PjUrDiOc,dé,CJK)	锝
(钅田木,PjCtYm,kè,CJK)	锞
(钅日{比字旁}匕,PjUrWbWb,kūn,CJK)	锟
(钅日日,PjUrUr,chāng,CJK)	锠
(钅日勹{横两撇},PjUrAkFs,xī,CJK)	锡
(钅囗古,PjAkOg,gù,CJK)	锢
(钅罒夕,PjBsVx,luó,CJK)	锣
(钅千艹士,PjNqZcJs,chuí,CJK)	锤
(钅隹,PjMi,zhuī,CJK)	锥
(钅白巾,PjJbAj,jǐn,CJK)	锦
(钅{反字框}十贝,PjUcPsVb,zhì,CJK)	锧
(钅斤欠,PjSjPq,xiān,CJK)	锨
(钅丷夫㔾,PjNbGfWj,juǎn,CJK)	锩
(钅勹{横两撇}心,PjAkFsLx,huō,CJK)	锪
(钅立口,PjXlKk,péi,CJK)	锫
(钅火火,PjRhRh,tán_xiān,CJK)	锬
(钅宀{定字底},PjGgEs,dìng,CJK)	锭
(钅聿廴,PjIvRy,jiàn,CJK)	键
(钅尸古,PjFsOg,jù_jū,CJK)	锯
(钅子皿,PjHiHm,měng,CJK)	锰
(钅巛田,PjKcCt,zī,CJK)	锱
(钅丰刀大,PjJfNdId,qiè,CJK)	锲
(钅艹{见二}大,PjZcJkId,yīng,CJK)	锳
(钅{比字旁}匕白,PjWbWbJb,kǎi,CJK)	锴
(钅丬夕寸,PjJpVxOc,qiāng,CJK)	锵
(钅田心,PjCtLx,sī,CJK)	锶
(钅吅二{折类},PjPxNeAe,è,CJK)	锷
(钅千臼,PjNqYj,chā,CJK)	锸
(钅禾火,PjBhRh,qiāo,CJK)	锹
(钅千里,PjNqAl,zhōng,CJK)	锺
(钅{段字旁无横}{横类}殳,PjOsDiRs,duàn,CJK)	锻
(钅臼{竖类}又,PjYjHsTy,sōu,CJK)	锼
(钅白王,PjJbRw,huáng,CJK)	锽
(钅爫{横类}又,PjIaDiTy,huán,CJK)	锾
(钅{衣框}口,PjQiKk,āi,CJK)	锿
(钅广廿又,PjBgPnTy,dù,CJK)	镀
(钅{美字头}大,PjSyId,měi,CJK)	镁
(钅米女,PjFmWn,lòu,CJK)	镂
(钅䒑幺幺,PjNbDyDy,zī,CJK)	镃
(钅弗贝,PjXfVb,fèi,CJK)	镄
(钅{眉字框}目,PjFsEm,méi,CJK)	镅
(钅艹日大,PjZcUrId,mò,CJK)	镆
