㐀	21{卢字头}1
炴	火{见二}大
炵	火夂{冬字底}
炶	火{卢字头}口
炷	火4王
炸	火乍
点	{卢字头}口灬
為	{刀中}55灬
炻	火石
炼	火{东二}{拣字边无七}
炽	火口八
炾	火口儿
炿	火3{周字框}亠
烀	火3丷{于无横}
烁	火{乐二}小
烂	火丷三
烃	火{经右角}工
烄	火六乂
烅	火3皿
烆	火行
烇	火{全字头}王
烈	歹刂灬
烉	{负字头}{见二}八火
烊	火羊
烋	亻木灬
烌	火亻木
烍	火{告字头}儿
烎	1廾火
烏	烏
烐	火舟
烑	火{见字底}冫{飞无折}
烒	火弋工
烓	火土土
烔	火冂1口
烕	戊1火
烖	十戈火
烗	火亥
烘	火龷八
烙	火各
烚	火亼口
烛	火虫
烜	火1日1
烝	5水1灬
烞	火木卜
烟	火囗大
烠	火{左字框}{青字底}
烡	火龷八
烢	火宀3七
烣	火{左字框}火
烤	火耂15
烥	火臣
烦	火页
烧	火{尧字头}1{见字底}
烨	火亻{化字边}十
烩	火{全字头}云
烪	火䒑大
烫	氵5{横两撇}火
烬	火尸4{冬字底}
热	扌丸灬
烮	歹刂火
烯	火乂{左字框}巾
烰	火爫子
烱	火冂八口
烲	扌斤火
烳	火甫
烴	火1巛工
烵	火艹勹4
烶	火3士廴
烷	火宀二{见字底}
烸	火{卧人}母
烹	{享字头}了灬
烺	火4艮
烻	火3{延字心无撇}廴
烼	火豕
烽	火夂丰
烾	火火土
烿	火{周字框}亠彡
焀	火谷
焁	口欠火
焂	亻2攵火
焃	火土{亦字底}
焄	{聿三}3口灬
焅	火{告字头}口
焆	火口{青字底}
焇	火{尚字头}{青字底}
焈	户巳火
焉	1{止变}1灬
焊	火日干
焋	爿士火
焌	火厶八夂
焍	火丷{弟省}
焎	扌斤灬
焏	了口又灬
焐	火五口
焑	火囗木
焒	火口口
焓	火亽5口
焔	火{负字头}2日
焕	火{负字头}{见二}大
焖	火门心
焗	火尸5口
焘	{寿字头}寸灬
焙	火立口
焚	木木火
焛	門火
焜	火日{比字旁}匕
焝	火氏日
焞	火{享字头}子
焟	火龷日
焠	火亠人十
無	{卧人}卌1灬
焢	火穴工
焣	耳又灬
焤	广亻寸火
焥	火宀夕㔾
焦	隹灬
焧	火八厶心
焨	火{冒字头}{青字底}
焩	火月月
焪	火穴弓
焫	火艹冂人
焬	火日勹{横两撇}
焭	火火冖几
焮	火斤欠
焯	火{卢字头}日十
焰	火{负字头}臼
焱	火火火
焲	火亠亻{夜下角}
焳	火隹
焴	火{充字头}{青字底}
焵	火冂䒑山
然	{然左角}犬灬
焷	火白3十
焸	日日火
焹	火冂䒑亡
焺	火日3廾
焻	火日日
焼	火十艹{见字底}
焽	日月火
焾	火亽5心
焿	火广{聿三}人
煀	火尸屮凵
煁	火{其字头无横}{共字底}5
煂	火革
煃	火大土土
煄	火千里
煅	火{段字旁无横}1殳
煆	火{叚字旁无二}二又
煇	火冖車
煈	火風
煉	火束丷
煊	火宀11
煋	火日生
煌	火白王
煍	火禾火
煎	䒑{青字底}刂灬
煏	火1口田
煐	火艹{见二}大
煑	耂日火
煒	火韋
煓	火山而
煔	火火{卢字头}口
煕	匚22灬
煖	火爫1又
煗	火而大
煘	火戊1口
煙	火覀土
煚	日匚{叚右角}火
煛	目目火
煜	火日立
煝	火{眉字框}目
煞	{负字头}彐攵灬
煟	火田{青字底}
煠	火廿5木
煡	火聿廴
煢	火火冖十
煣	火予3木
煤	火甘木
煥	火{负字头}{见二}大
煦	日句灬
照	日刀口灬
煨	火田1{畏字底}
煩	火頁
煪	火丷酉
煫	火䒑{豕省}
煬	火日1{横两撇}
煭	巛歹刂灬
煮	耂日灬
煯	火{比字旁}匕白
煰	火口吅
煱	火咼
煲	亻口木火
煳	火古月
煴	火日皿
煵	火十冂{南字心}
煶	火日{定字底}
煷	火{亮字头}几
煸	火户{扁字心}
煹	火{寒字腰无横}{噩字框}冂
煺	火艮辶
煻	火广肀口
煼	火勹䶹䶹
煽	火户羽
煾	火囗大心
煿	火甫寸
熀	火日光
熁	火力力{青字底}
熂	火气米
熃	予3夂火
熄	火自心
熅	火囗人皿
熆	火土厶皿
熇	火高
熈	3臣巳灬
熉	火口貝
熊	厶{青字底}匕灬
熋	厶{青字底}匕火
熌	火門人
熍	火宀口口
熎	火爫缶
熏	千黑
熐	火冖日六
熑	火䒑{聿三}{兼无䒑无彐}
熒	火火冖火
熓	火烏
熔	火宀谷
熕	火工貝
熖	火爫臼
熗	火亽尸口
熘	火{留字头}田
熙	{颐字旁}巳灬
熚	火日龷十
熛	火覀示
熜	火3囗心
熝	火鹿
熞	火臣又土
熟	{享字头}子丸灬
熠	火羽白
熡	火口十女
熢	火夂丰辶
熣	火山隹
熤	火羽立
熥	火龴{甬字底}辶
熦	火小隹
熧	彳人人火
熨	尸示寸火
熩	火户口巴
熪	火禾夕夕
熫	火广廿灬
熬	敖灬
熭	丰丰彐火
熮	火羽{全字头}彡
熯	火廿口夫
熰	火匚口吅
熱	土八土灬
熲	匕火頁
熳	火日罒又
熴	火山日匕
熵	火{立无横}冂口
熶	火日耳又
熷	火丷囗日
熸	火旡旡日
熹	壴口灬
熺	火壴口
熻	火亼口羽
熼	火田龷八
熽	火肀{乔字底}5
熾	火{立无横}戈日
熿	火黄
燀	火吅田十
燁	火艹干龷
燂	火覀日十
燃	火{然左角}犬灬
燄	{负字头}臼火火
燅	土八土火
燆	火3大口
燇	火丷酉寸
燈	火癶豆
燉	火{享字头}子攵
燊	火火火木
燋	火隹灬
燌	火十艹貝
燍	火{其字头无横}{共字底}斤
燎	火大丷小
燏	火予3口
燐	火米夕㐄
燑	火立里
燒	火土土{见字底}
燓	木乂乂火
燔	火3米田
燕	廿口{北字旁}灬
燖	火彐工寸
燗	火門月
燘	火門文
燙	氵日1火
燚	火火火火
燛	{叚右角}2匚火
燜	火門心
燝	火日{享字头}小
燞	隹欠灬
營	火火冖口
燠	火3冂大
燡	火罒土{南字心}
燢	{臼裂}乂乂火
燣	火亠囗禾
燤	火艹田{禺下}
燥	火口吅木
燦	火歺又米
燧	火䒑{豕省}辶
燨	火{美字头}3戈
燩	火白方攵
燪	火艹勹心
燫	火广䒑{兼无䒑无彐}
燬	火臼工殳
燭	火罒勹虫
燮	言火火又
燯	火{雨头}亽龴
燰	火爫冖夂
燱	火音心
燲	火力力貝
燳	火日刀灬
燴	火亼{临下角}日
燵	火土羊辶
燶	火曲辰
燷	火亠囗示
燸	火{雨头}而
燹	豕豕火
燺	火高木
燻	火千黑
燼	火肀1皿
燽	火士5寸
燾	士5工灬
燿	火羽隹
爀	火土{亦字底}{亦字底}
爁	火臣{临右角}皿
爂	{臼裂}冂1火
爃	火火火木
爄	火厂艹{禺下}
爅	火黑土
爆	火日龷氺
爇	艹土八灬
爈	火虍田心
爉	火巛{巤字底}
爊	火鹿灬
爋	火千黑力
爌	火广黄
爍	火白幺木
爎	火宀大小
爏	火厂禾止
爐	火虍田皿
爑	火艹隹灬
爒	{然左角}火大小
爓	火門{负字头}臼
爔	火{美字头}禾戈
爕	言火火火
爖	火立{青字底}{龍字边}
爗	火日艹龷
爘	火歺又食
爙	火{衣框}吅1
爚	火侖口口
爛	火門束丷
爜	火业{南字心}又
爝	火爫罒寸
爞	火虫虫虫
爟	火艹吅隹
爠	火目目隹
爡	火艹田虫
爢	麻非灬
爣	火{尚头}黑
爤	火艹門丷
爥	火尸2虫
爦	火臣{临右角}見
爧	火{雨头}口人
爨	{臼裂}冂1火
爩	火木缶彡
爪	爪
爫	爫
爬	爪巴
爭	爫{争字底}
爮	爪勹巳
爯	爫冂{里无日}
爰	爫1{左字框}又
爱	爫冖{左字框}又
爲	爫35灬
爳	爫35了
爴	囗戈口爪
爵	爫罒{即字旁}寸
父	八乂
爷	八乂{节字底}
爸	八乂巴
爹	八乂夕夕
爺	八乂耳阝
爻	乂乂
爼	乂乂且
爽	{大框}乂乂乂
爾	1八巾乂
爿	爿
牀	爿木
牁	爿可
牂	爿羊
牃	爿廿5木
牄	爿亽尸口
牅	爿广肀{甬字底}
牆	爿土人口
片	片
版	片{反字框}又
牉	片丷{举字底}
牊	片刀口
牋	片戈戈
牌	片白3十
牍	片十5大
牎	片勹{横两撇}心
牏	片亼{青字底}刂
牐	片千臼
牑	片户{扁字心}
牒	片廿5木
牓	片{立无横}冖方
牔	片甫寸
牕	片3囗心
牖	片户甫
牗	片广肀{甬字底}
牘	片士罒貝
牙	牙
牚	{尚头}牙
牛	牛
牜	牜
牝	牜匕
牞	牜力
牟	厶牛
牠	牜也
牡	牜土
牢	宀牛
牣	牜刀4
牤	牜亡
牥	牜方
牦	牜毛
牧	牜攵
牨	牜亠几
物	牜勹{横两撇}
牪	牜牛
牫	牜戈
牬	牜{姊字边}
牭	牜四
牮	亻弋牛
牯	牜古
牰	牜由
牱	牜可
牲	牜生
牳	牜母
牴	牜氏4
牵	大冖牛
牶	丷夫牛
牷	牜{全字头}王
牸	牜宀子
特	牜土寸
牺	牜西
牻	牜尤彡
牼	牜1巛工
牽	亠幺冖牛
牾	牜五口
牿	牜{告字头}口
犀	尸2冫牛
犁	禾刂牛
犂	禾{黎右角}牛
犃	牜立口
犄	牜大可
犅	牜冂䒑山
犆	牜十{具字头无横}1
犇	牛牜牛
犈	牜丷夫㔾
犉	牜{享字头}子
犊	牜十5大
犋	牜{具字头无横}{共字底}
犌	牜{叚字旁无二}二又
犍	牜聿廴
犎	土土寸牛
犏	牜户{扁字心}
犐	牜禾斗
犑	牜目犬
犒	牜高
犓	牜勹䶹䶹
犔	牜气米
犕	牜龷3{甬字底}
犖	火火冖牛
犗	牜宀丰口
犘	麻牛
犙	牜厶厶彡
犚	尸示寸牛
犛	未攵厂牛
犜	牜{享字头}子攵
犝	牜立里
犞	牜3大口
犟	弓口虫牛
犠	牜{美字头}3戈
犡	牜厂艹{禺下}
犢	牜士罒貝
犣	牜巛{巤字底}
犤	牜罒厶匕
犥	牜鹿灬
犦	牜日龷氺
犧	牜{美字头}禾戈
犨	隹隹牛
犩	禾女鬼牛
犪	牜䒑自夂
犫	隹言隹牛
犬	犬
犭	犭
犮	{左字框}又4
犯	犭㔾
犰	犭九
犱	犭丸
犲	犭{于无横}3
犳	犭勹4
犴	犭干
犵	犭{卧人}6
状	丬犬
犷	犭广
犸	犭马
犹	犭尤
犺	犭亠几
犻	犭1巾
犼	犭子5
犽	犭牙
犾	犭犬
犿	犭亠卜
狀	爿犬
狁	犭厶儿
狂	犭王
狃	犭5{里无日}
狄	犭火
狅	犭3士
狆	犭口2
狇	犭木
狈	犭贝
狉	犭不1
狊	目犬
狋	犭示
狌	犭生
狍	犭勹巳
狎	犭甲
狏	犭{卧人}也
狐	犭瓜
狑	犭亽龴
狒	犭弗
狓	犭皮
狔	犭尸匕
狕	犭幺力
狖	犭穴
狗	犭句
狘	犭戉
狙	犭且
狚	犭日1
狛	犭白
狜	犭古
狝	犭{尔字头}小
狞	犭宀丁
狟	犭1日1
狠	犭艮
狡	犭六乂
狢	犭各
狣	犭{见字底}冫{飞无折}
狤	犭士口
狥	犭勹日
狦	犭冂{临字旁}二
狧	犭舌
狨	犭戈{左字框}
狩	犭宀寸
狪	犭冂1口
狫	犭老
独	犭虫
狭	犭夫丷
狮	犭{师字旁}1巾
狯	犭{全字头}云
狰	犭{尔字头}{争字底}
狱	犭讠犬
狲	犭子小
狳	犭{全字头}{余字底}
狴	犭{比字旁}匕土
狵	犭尤彡
狶	犭乂{左字框}巾
狷	犭口{青字底}
狸	犭里
狹	犭大人人
狺	犭言
狻	犭厶八夂
狼	犭4艮
狽	犭貝
狾	犭扌斤
狿	犭3{延字心无撇}廴
猀	犭氵{少三}3
猁	犭禾刂
猂	犭日干
猃	犭亼{学字头}1
猄	犭{享字头}小
猅	犭非
猆	非犬
猇	犭虎
猈	犭白3十
猉	犭{其字头无横}{共字底}
猊	犭臼儿
猋	犬犬犬
猌	{木框}人人犬
猍	犭{木框}人人
猎	犭龷日
猏	犭户{青字底}
猐	犭{差字头}5
猑	犭日{比字旁}匕
猒	日{青字底}犬
猓	犭田木
猔	犭宀示
猕	犭弓{尔字头}小
猖	犭日日
猗	犭大可
猘	犭牛巾刂
猙	犭爫{争字底}
猚	犭隹
猛	犭子皿
猜	犭龶{青字底}
猝	犭亠人十
猞	犭{全字头}{舍字底}
猟	犭{学字头}{风省}{举字底}
猠	犭{典字头}{共字底}
猡	犭罒夕
猢	犭古月
猣	犭乂凵夂
猤	犭癶1大
猥	犭田1{畏字底}
猦	犭風
猧	犭咼
猨	犭爫1又
猩	犭日生
猪	犭耂日
猫	犭艹田
猬	犭田{青字底}
猭	犭彑{豕省}
献	十冂{南字心}犬
猯	犭山而
猰	犭丰刀大
猱	犭予3木
猲	犭日勹亾
猳	犭{叚字旁无二}二又
猴	犭亻{候右角}矢
猵	犭户{扁字心}
猶	犭丷酉
猷	丷酉犬
猸	犭{眉字框}目
猹	犭木日1
猺	犭爫缶
猻	犭子3糸
猼	犭甫寸
猽	犭冖日六
猾	犭骨
猿	犭土口{衣省}
獀	犭臼2又
獁	犭馬
獂	犭厂白小
獃	山豆犬
獄	犭言犬
獅	犭3㠯巾
獆	犭白大十
獇	犭{差字头}5厶
獈	犭{益字头}皿
獉	犭{寿字头}4禾
獊	犭亽尸口
獋	犭自冫十
獌	犭日罒又
獍	犭音儿
獎	爿{然左角}寸犬
獏	犭艹日大
獐	犭音十
獑	犭車斤
獒	敖犬
獓	犭敖
獔	犭白冫十
獕	犭山隹
獖	犭十艹貝
獗	犭厂䒑欠
獘	㡀攵犬
獙	犭㡀攵
獚	犭黄
獛	犭业{差字头}4
獜	犭米夕㐄
獝	犭予3口
獞	犭立里
獟	犭土土{见字底}
獠	犭大丷小
獡	犭臼勹灬
獢	犭3大口
獣	{学字头}田1犬
獤	犭{享字头}子攵
獥	犭白方攵
獦	犭艹日亾
獧	犭罒1{衣省}
獨	犭罒勹虫
獩	犭止戊{步字底}
獪	犭亼{临下角}日
獫	犭僉
獬	犭{负字头}用牛
獭	犭束{负字头}贝
獮	犭1八乂
獯	犭千黑
獰	犭宀心丁
獱	犭宀1貝
獲	犭艹隹又
獳	犭{雨头}而
獴	犭艹冖豕
獵	犭巛{巤字底}
獶	犭三3夂
獷	犭广黄
獸	吅田1犬
獹	犭虍田皿
獺	犭束{负字头}貝
獻	虍鬲犬
獼	犭弓1乂
獽	犭{衣框}吅1
獾	犭艹吅隹
獿	犭1自夂
玀	犭罒糹隹
玁	犭吅厂攵
玂	犭艹吅斤
玃	犭目目又
玄	亠幺
玅	亠幺{少三}3
玆	亠幺亠幺
率	亠幺冫十
玈	亠幺{卧人}{旅下角}
玉	王4
玊	王4
王	王
玌	王5
玍	{卧人}土
玎	王丁
玏	王力
玐	王八
玑	王几
玒	王工
玓	王勹4
玔	王川
玕	王干
玖	王{久二}4
玗	王1{于无横}
玘	王己
玙	王151
玚	王5{横两撇}
玛	王马
玜	王八厶
玝	王{卧人}十
玞	王夫
玟	王文
玠	王{全字头}{乔字底}
玡	王牙
玢	王八刀
玣	王亠卜
玤	王丰
玥	王月
玦	王{候右角}人
玧	王厶儿
玨	王王
玩	王二{见字底}
玪	王亽5
玫	王攵
玬	王{周字框}亠
玭	王{比字旁}匕
玮	王韦
环	王不
现	王见
玱	王{全字头}㔾
玲	王亽龴
玳	王亻弋
玴	王廿5
玵	王甘
玶	王干丷
玷	王{卢字头}口
玸	王勹巳
玹	王亠幺
玺	{尔字头}小王4
玻	王皮
玼	王止匕
玽	王句
玾	王甲
玿	王刀口
珀	王白
珁	王瓦
珂	王可
珃	王冂{里无日}
珄	王生
珅	王日2
珆	王厶口
珇	王且
珈	王力口
珉	王民
珊	王册
珋	王卯
珌	王心3
珍	王{全字头}彡
珎	王{尔字头}小
珏	王王4
珐	王土厶
珑	王龙
珒	王聿
珓	王六乂
珔	王{左字框}2子
珕	王力力力
珖	王光
珗	王{告字头}儿
珘	王舟
珙	王龷八
珚	王囗大
珛	王{左字框}{青字底}
珜	王羊
珝	王羽
珞	王各
珟	王{风省}歹
珠	王3未
珡	王王{全字头}
珢	王艮
珣	王勹日
珤	王缶
珥	王耳
珦	王3冂口
珧	王{见字底}冫{飞无折}
珨	王亼口
珩	王行
珪	王土土
珫	王{充字头}儿
珬	王戊1
班	王{刀中}王
珮	王{风省}1巾
珯	王老
珰	王{尚字头}彐
珱	王{学字头}女
珲	王冖车
珳	王文彡
珴	王3扌戈
珵	王口王
珶	王丷{弟省}
珷	王1弋止
珸	王五口
珹	王戊5
珺	王{聿三}3口
珻	王{卧人}母
珼	王貝
珽	王3士廴
現	王見
珿	王足
琀	王亽5口
琁	王{卧人}疋
琂	王言
球	王1氺4
琄	王口{青字底}
琅	王4艮
理	王里
琇	王禾乃
琈	王爫子
琉	王{充字头}{荒字底}
琊	王牙阝
琋	王乂{左字框}巾
琌	王山亽5
琍	王禾刂
琎	王井辶
琏	王车辶
琐	王{尚字头}贝
琑	王{尚字头}{青字底}
琒	王夂丰
琓	王宀二{见字底}
琔	王宀{定字底}
琕	王白3十
琖	王戈戈
琗	王亠人十
琘	王氏日
琙	王戈口1
琚	王尸古
琛	王冖八木
琜	王{木框}人人
琝	王日文
琞	日月王4
琟	王隹
琠	王{典字头}{共字底}
琡	王{卢字头}1又
琢	王豕4
琣	王立口
琤	王{尔字头}{争字底}
琥	王虎
琦	王大可
琧	三214
琨	王日{比字旁}匕
琩	王日日
琪	王{其字头无横}{共字底}
琫	王{寿字头}4{举字底}
琬	王宀夕㔾
琭	王{录字头}氺
琮	王宀示
琯	王宀㠯
琰	王火火
琱	王{周字框}土口
琲	王非
琳	王木木
琴	王王亽5
琵	王王{比字旁}匕
琶	王王巴
琷	王{差字头}5
琸	王{卢字头}日十
琹	王王木
琺	王氵土厶
琻	王金
琼	王{享字头}小
琽	王耂日
琾	王田{全字头}{乔字底}
琿	王冖車
瑀	王3口{禺下}
瑁	王{冒字头}目
瑂	王{眉字框}目
瑃	王{寿字头}4日
瑄	王宀11
瑅	王日{定字底}
瑆	王日生
瑇	王龶母
瑈	王予3木
瑉	王民日
瑊	王戊1口
瑋	王韋
瑌	王而大
瑍	王{负字头}{见二}大
瑎	王{比字旁}匕白
瑏	王穴牙
瑐	王䒑{青字底}刂
瑑	王彑{豕省}
瑒	王日1{横两撇}
瑓	王束丷
瑔	王白水
瑕	王{叚字旁无二}二又
瑖	王{段字旁无横}1殳
瑗	王爫1又
瑘	王耳阝
瑙	王巛3乂
瑚	王古月
瑛	王艹{见二}大
瑜	王亼{青字底}刂
瑝	王白王
瑞	王山而
瑟	王王心3
瑠	王{留字头}田
瑡	王3㠯巾
瑢	王宀谷
瑣	王{尚字头}貝
瑤	王{然左角}缶
瑥	王日皿
瑦	王烏
瑧	王{寿字头}4禾
瑨	王1业日
瑩	火火冖4
瑪	王馬
瑫	王爫臼
瑬	氵{充字头}{荒字底}4
瑭	王广肀口
瑮	王覀木
瑯	王4{即字旁}阝
瑰	王鬼
瑱	王十{具字头无横}{共字底}
瑲	王亽尸口
瑳	王{差字头}工
瑴	士冖1殳
瑵	王又4虫
瑶	王爫缶
瑷	王爫冖又
瑸	王宀{丘无横}{共字底}
瑹	王艹{全字头}{余字底}
瑺	王{尚头}巾
瑻	王毌貝
瑼	王{凬字心}{虫无口}寸
瑽	王彳人龰
瑾	王廿口龶
瑿	匚矢殳4
璀	王山隹
璁	王3囗心
璂	王{其字头无横}{共字底}土
璃	王亠乂禸
璄	王音儿
璅	王巛田木
璆	王羽{全字头}彡
璇	王方{卧人}疋
璈	王敖
璉	王車辶
璊	王廿巾入
璋	王音十
璌	王宀1八
璍	王艹干龷
璎	王贝贝女
璏	王彑{比字旁}匕
璐	王{足旁}各
璑	王{卧人}卌灬
璒	王癶豆
璓	王艹禾乃
璔	王丷囗日
璕	王彐工寸
璖	王氵匚木
璗	氵日14
璘	王米夕㐄
璙	王大丷小
璚	王予3口
璛	王肀{乔字底}5
璜	王黄
璝	王{贵字头}貝
璞	王业{差字头}4
璟	王日{享字头}小
璠	王3米田
璡	王隹辶
璢	王1{临字旁}田
璣	王幺幺人
璤	王{凬字心}{虫无口}心
璥	王艹句攵
璦	王爫冖夂
璧	辟王4
璨	王歺又米
璩	王虍豕
璪	王口吅木
璫	王{尚头}田
璬	王白方攵
璭	王冖車辶
璮	王亠囗1
璯	王亼{临下角}日
環	王罒1{衣省}
璱	王王王3
璲	王䒑{豕省}辶
璳	王3未貝
璴	王木木疋
璵	王{臼裂}1八
璶	王肀1皿
璷	王甫方攵
璸	王宀1貝
璹	王士5寸
璺	{臼裂}冂14
璻	王羽亠十
璼	王臣{临右角}皿
璽	1八巾4
璾	王亠丷二
璿	王{歺变}{谷字头}目
瓀	王{雨头}而
瓁	王艹隹又
瓂	王艹土皿
瓃	王田田田
瓄	王士罒貝
瓅	王白幺木
瓆	王斤斤貝
瓇	王三3夂
瓈	王禾{黎右角}氺
瓉	王夫夫貝
瓊	王{负字头}{见二}夂
瓋	王{立无横}冂辶
瓌	王{衣框}罒{飞无折}
瓍	王阝{左字框}辶
瓎	王束{负字头}貝
瓏	王立{青字底}{龍字边}
瓐	王虍田皿
瓑	王厂禾止
瓒	王{告字头}儿贝
瓓	王門束丷
瓔	王貝貝女
瓕	弓1八4
瓖	王{衣框}吅1
瓗	王山隹口
瓘	王艹吅隹
瓙	王士5灬
瓚	王{告字头}儿貝
瓛	王虍鬲犬
瓜	瓜
瓝	瓜勹4
瓞	瓜3夫
瓟	瓜勹巳
瓠	大二5瓜
瓡	土{南字心}瓜
瓢	覀示瓜
瓣	{辛变}瓜辛
瓤	{衣框}吅{寒字腰无横}瓜
瓥	瓜豕虫虫
瓦	瓦
瓧	瓦十
瓨	工瓦
瓩	瓦千
瓪	瓦{反字框}又
瓫	八刀瓦
瓬	方瓦
瓭	冖{见字底}瓦
瓮	八厶瓦
瓯	匚乂瓦
瓰	瓦八刀
瓱	瓦毛
瓲	瓦1{屯无横}
瓳	古瓦
瓴	亽龴瓦
瓵	厶口瓦
瓶	䒑廾瓦
瓷	冫欠瓦
瓸	瓦1白
瓹	口{青字底}瓦
瓺	镸瓦
瓻	乂{左字框}巾瓦
瓼	瓦里
瓽	{尚头}瓦
瓾	禾女瓦
瓿	立口瓦
甀	千艹士瓦
甁	31{左字框}瓦
甂	户{扁字心}瓦
甃	禾火瓦
甄	覀土瓦
甅	瓦厂里
甆	䒑幺幺瓦
甇	火火冖瓦
甈	自木瓦
甉	䒑{聿三}{兼无䒑无彐}瓦
甊	口十口瓦
甋	{立无横}冂古瓦
甌	匚口吅瓦
甍	艹罒冖瓦
甎	{凬字心}{虫无口}寸瓦
甏	壴彡瓦
甐	米夕㐄瓦
甑	丷囗{尚字头}瓦
甒	{卧人}卌1瓦
甓	辟瓦
甔	{负字头}厂八瓦
甕	亠乡隹瓦
甖	貝貝瓦
甗	虍鬲瓦
甘	甘
甙	弋甘
甚	{其字头无横}{共字底}5
甛	甘舌
甜	舌甘
甝	虎甘
甞	{尚头}甘
生	生
甠	日生
甡	生生
產	文厂生
産	{立无横}厂生
甤	豕生
甥	生田力
甦	{凬字心}㐅生
甧	生生{青字底}
用	用
甩	用5
甪	3用
甫	甫
甬	龴{甬字底}
甭	不用
甮	勹{横两撇}用
甯	宀心{甬字底}
田	田
由	由
甲	甲
申	日2
甴	日2
电	日5
甶	3田
男	田力
甸	勹田
甹	由15
町	田丁
画	1田凵
甼	田丁
甽	田川
甾	巛田
甿	田亡
畀	田丌
畁	由丌
畂	田{久二}4
畃	日2勹4
畄	{学字头}田
畅	日25{横两撇}
畆	亠田厶
畇	田勹冫
畈	田{反字框}又
畉	田夫
畊	田井
畋	田攵
界	田{全字头}{乔字底}
畍	田{全字头}{乔字底}
畎	田犬
畏	田1{畏字底}
畐	1口田
畑	火田
畒	亠田人
畓	水田
畔	田丷{举字底}
畕	田田
畖	田瓜
畗	{享字头}田
畘	田冂{里无日}
留	{留字头}田
畚	厶大田
畛	田{全字头}彡
畜	亠幺田
畝	亠田{久二}4
畞	十田{久二}4
畟	田八夊
畠	白田
畡	田亥
畢	日龷十
畣	亼口田
畤	田土寸
略	田各
畦	田土土
畧	田各
畨	米田
畩	田衣
番	3米田
畫	{聿三}土田1
畬	{全字头}{余字底}田
畭	田{全字头}{余字底}
畮	田{卧人}母
畯	田厶八夂
異	田龷八
畱	1{临字旁}匚田
畲	{全字头}示田
畳	田冖且
畴	田{寿字头}寸
畵	{聿三}土田凵
當	{尚头}田
畷	田又又又
畸	田大可
畹	田宀夕㔾
畺	1田11
畻	田丷夫土
畼	田日1{横两撇}
畽	田千里
畾	田田田
畿	幺幺戈田
疀	巛田1龰
疁	田羽{全字头}彡
疂	田冫{飞无折}且
疃	田立里
疄	田米夕㐄
疅	田1田1
疆	弓土11
疇	田士5寸
疈	1口田田
疉	田田田彑
疊	田田田且
疋	疋
疌	1{聿三}龰
疍	疋日1
疎	{疏字旁}束
疏	{疏字旁}{充字头}{荒字底}
疐	十冖田疋
疑	匕矢龴疋
疒	疒
疓	疒乃
疔	疒丁
疕	疒匕
疖	疒{节字底}
疗	疒了
疘	疒工
疙	疒{卧人}6
疚	疒{久二}4
疛	疒寸
疜	疒1卜
疝	疒山
疞	疒二5
疟	疒{虐字底}
疠	疒1{万无横}
疡	疒5{横两撇}
疢	疒火
疣	疒尤
疤	疒巴
疥	疒{全字头}{乔字底}
疦	疒{候右角}人
疧	疒氏
疨	疒牙
疩	疒九十
疪	疒{比字旁}匕
疫	疒殳
疬	疒厂力
疭	疒人人
疮	疒{全字头}㔾
疯	疒{风省}乂
疰	疒4王
疱	疒勹巳
疲	疒皮
疳	疒甘
疴	疒可
疵	疒止匕
疶	疒廿5
疷	疒氏4
疸	疒日1
疹	疒{全字头}彡
疺	疒3之
疻	疒口八
疼	疒夂{冬字底}
疽	疒且
疾	疒矢
疿	疒弗
痀	疒句
痁	疒{卢字头}口
痂	疒力口
痃	疒亠幺
痄	疒乍
病	疒1冂人
痆	疒尸匕
症	疒1{止变}
痈	疒用
痉	疒{经右角}工
痊	疒{全字头}王
痋	疒虫
痌	疒冂1口
痍	疒{大框}弓
痎	疒亥
痏	疒{左字框}{青字底}
痐	疒囗口
痑	疒夕夕
痒	疒羊
痓	疒至
痔	疒土寸
痕	疒艮
痖	疒1业
痗	疒{卧人}母
痘	疒豆
痙	疒1巛工
痚	疒耂子
痛	疒龴{甬字底}
痜	疒禾几
痝	疒尤彡
痞	疒不口
痟	疒{尚字头}{青字底}
痠	疒厶八夂
痡	疒甫
痢	疒禾刂
痣	疒士心
痤	疒人人土
痥	疒丷口儿
痦	疒五口
痧	疒氵{少三}3
痨	疒艹冖力
痩	疒日2又
痪	疒{负字头}{见二}大
痫	疒门木
痬	疒日勹{横两撇}
痭	疒月月
痮	疒{镸无厶}{畏字底}
痯	疒宀㠯
痰	疒火火
痱	疒非
痲	疒十35
痳	疒木木
痴	疒矢口
痵	疒禾子
痶	疒{典字头}{共字底}
痷	疒大日5
痸	疒牛巾刂
痹	疒田丌
痺	疒白3十
痻	疒氏日
痼	疒囗古
痽	疒隹
